3D X, 3D Y, 3D Z, Normal X, Normal Y, Normal Z
-80.1785481367319,157.841667071317,706.806406824153,0.664708316326141,0.375137686729431,0.726695537567139
-80.3035252485483,157.962874678134,707.189222045873,0.665144026279449,0.375285744667053,0.727482795715332
-80.3354771528452,157.82982865824,706.889307884645,0.665262341499329,0.375312030315399,0.727689445018768
-80.6053135786265,158.071333436088,707.452099040903,0.665393829345703,0.375338762998581,0.727897703647614
-80.623029032728,158.095373274285,707.577930331081,0.665735602378845,0.375395625829697,0.728783190250397
-80.6625492963999,157.931099112977,707.28262724911,0.665816307067871,0.375399559736252,0.728929340839386
-80.8678639326304,158.061900542131,707.492879881083,0.665936887264252,0.375418663024902,0.729136228561401
-80.9410832319468,158.172500561194,707.869683205997,0.66621994972229,0.375473022460938,0.729200303554535
-80.9058201704233,158.012564440011,707.605861905166,0.66628623008728,0.375506341457367,0.729309916496277
-81.1621830854624,158.242512073394,708.316793718674,0.666344881057739,0.375564932823181,0.729456067085266
-81.0906269941538,158.236225408174,708.463275887385,0.666492104530334,0.37582328915596,0.730527818202972
-81.0900395307749,158.081192230019,708.213583364103,0.666517734527588,0.375895589590073,0.730731308460236
-81.170865336439,158.184825600119,708.59604005019,0.666522562503815,0.375992447137833,0.730977058410645
-81.0947163496226,158.125752963278,708.751277428043,0.666477084159851,0.376253396272659,0.731240451335907
-80.9557316694468,157.976984055067,708.495797475104,0.666437387466431,0.37633204460144,0.731315910816193
-81.0850499067515,158.065937661369,708.943288282094,0.666390597820282,0.376412749290466,0.731403052806854
-80.9576390180796,158.08535414246,709.106785886809,0.666219711303711,0.376645982265472,0.731742680072784
-80.8340504560679,157.986851599394,708.921085733151,0.666182637214661,0.376700550317764,0.731840670108795
-80.9027531538218,157.951932537926,708.936847988195,0.666129648685455,0.376753956079483,0.732009053230286
-80.9425251875132,158.123819612945,709.307128047354,0.666050732135773,0.376797378063202,0.731923699378967
-80.8572819624155,158.074313037707,709.056374529244,0.666025459766388,0.376775234937668,0.731986701488495
-80.9709599409312,158.342193007975,709.536754420866,0.665999114513397,0.376703947782516,0.732049345970154
-80.8723576460093,158.516612359503,709.769778020104,0.665883243083954,0.376421213150024,0.73291540145874
-80.7672627363413,158.457410821163,709.459094825267,0.665858864784241,0.376327931880951,0.733104765415192
-80.8692906294077,158.667422074502,709.734373449793,0.665827095508575,0.376214295625687,0.733336925506592
-80.8260167036265,158.804529689876,710.083212262301,0.665738224983215,0.375971794128418,0.733705580234528
-80.7368748579233,158.804338727923,709.832371199441,0.665719270706177,0.37592688202858,0.733847141265869
-80.8439915571421,158.835560718382,709.94285775768,0.665703654289246,0.375890225172043,0.734047830104828
-80.8575261030405,158.94866429091,710.329272129226,0.665703892707825,0.375829488039017,0.734360456466675
-80.7786229047983,158.896940924664,710.097512088912,0.665710926055908,0.37582665681839,0.734457910060883
-80.9721043501108,158.955354701381,710.356130486695,0.665728211402893,0.375839680433273,0.734586179256439
-80.9033253584116,159.03463933865,710.557723845186,0.665749132633209,0.375896871089935,0.73512876033783
-80.8219654951304,158.936699823108,710.283093983724,0.665760040283203,0.375919103622437,0.735208749771118
-80.9960911665171,158.897229713776,710.388328135676,0.665780663490295,0.375961363315582,0.735285758972168
-80.9075062666147,158.872643072015,710.390976572546,0.665828824043274,0.376115024089813,0.735286891460419
-80.8448460493296,158.674228123524,710.158957337818,0.665845096111298,0.376182585954666,0.73521214723587
-80.9592793379038,158.595362227876,710.050028344553,0.665854871273041,0.376276731491089,0.735133409500122
-80.9948704633921,158.634642255881,710.24961936461,0.665950298309326,0.376537710428238,0.734605729579926
-80.9253971967905,158.455552958969,710.015632443966,0.665968775749207,0.376604616641998,0.734534084796906
-81.0908253584116,158.542092679647,710.287851313517,0.66600227355957,0.376671552658081,0.734439671039581
-81.0833943281382,158.591759751634,710.438519940392,0.666102170944214,0.376816213130951,0.734709978103638
-81.0770390424937,158.52544499454,710.201223705167,0.666141867637634,0.376827299594879,0.734776496887207
-81.1937382612437,158.556195526581,710.223741648003,0.666195213794708,0.376812398433685,0.734862446784973
-81.277066508314,158.699699647604,710.484710200882,0.666371405124664,0.376700162887573,0.734809219837189
-81.2839634809702,158.641169696132,710.19463224279,0.666431069374084,0.376654714345932,0.734837532043457
-81.2952549848765,158.682679664436,710.132433463852,0.666544139385223,0.376621335744858,0.73486316204071
-81.506085673353,159.004341223394,710.82830067475,0.666911661624908,0.376584470272064,0.734854876995087
-81.4360249433726,158.849634322288,710.339984710022,0.667000532150269,0.376580446958542,0.73499196767807
-81.784405985853,159.37467902914,711.635965980404,0.667077124118805,0.376550644636154,0.735100328922272
-81.7075856123179,159.485625131439,711.82142389783,0.667214214801788,0.376448094844818,0.737180769443512
-81.6589100752085,159.410863273743,711.571548661945,0.667253136634827,0.376419812440872,0.737541615962982
-81.8299839887827,159.448806059009,711.643930262039,0.667307794094086,0.376406073570251,0.738156735897064
-81.8293660078257,159.501489497303,711.81025870357,0.667424440383911,0.376407831907272,0.738214135169983
-81.7902424726694,159.343116718599,711.493192112491,0.667444944381714,0.376433610916138,0.738215446472168
-81.8962986860483,159.395322312034,711.765436749106,0.667465209960938,0.376487761735916,0.738169074058533
-81.9095356855601,159.413499332332,711.986348609713,0.667551040649414,0.376698762178421,0.738288223743439
-81.7887776289194,159.22763087904,711.640058462755,0.667558431625366,0.376764565706253,0.738327383995056
-81.965558329603,159.343513809825,712.04189415155,0.667559683322906,0.376841604709625,0.738367676734924
-81.9493229780405,159.444282659021,712.327900100794,0.667565047740936,0.377007722854614,0.738651514053345
-81.8156254682749,159.302115200592,712.026369500183,0.667560160160065,0.377033323049545,0.738754153251648
-81.9663670454233,159.455561000064,712.322950741026,0.667552590370178,0.37705186009407,0.738922357559204
-81.9647267255991,159.516530425138,712.552319774992,0.667525708675385,0.377082109451294,0.73929226398468
-81.8435948286265,159.397492993441,712.200216518585,0.667524099349976,0.377074182033539,0.739365458488464
-81.9553578291147,159.505874170337,712.41219918162,0.667526006698608,0.377055168151855,0.739450931549072
-81.9543202314585,159.571937381559,712.612109519983,0.667519390583038,0.376971900463104,0.739589869976044
-81.8490116987437,159.491732170269,712.261720841834,0.667518734931946,0.376941561698914,0.739623188972473
-81.9898960981577,159.676989165857,712.479628073085,0.667517364025116,0.376877158880234,0.739669680595398
-81.9509785566538,159.748950389129,712.647448720319,0.667508602142334,0.376648426055908,0.739827156066895
-81.8325627241343,159.712500794907,712.312636144437,0.667507350444794,0.376597106456757,0.739855945110321
-81.9789555463999,159.744801333656,712.446697525895,0.667504012584686,0.376554191112518,0.73991197347641
-81.9274952802866,159.766313370511,712.559159364063,0.667480111122131,0.376490265130997,0.739903926849365
-81.7927983198374,159.614534858498,712.240212274244,0.667478084564209,0.376490652561188,0.739880502223969
-81.9414112959116,159.626071685077,712.332662170623,0.667476117610931,0.376516133546829,0.739838242530823
-81.9252903852671,159.671002767051,712.626455619556,0.667472302913666,0.376641124486923,0.739662349224091
-81.8419392500132,159.525870812764,712.313857935208,0.667473077774048,0.376690030097961,0.739674806594849
-81.9814198408335,159.601025270187,712.640688605088,0.667473554611206,0.376756131649017,0.739689230918884
-81.9986393842905,159.73135264631,712.968612410481,0.667507827281952,0.376913160085678,0.740041732788086
-81.8836644087046,159.614654283357,712.667359798946,0.667511999607086,0.376935482025146,0.740148544311523
-82.0300419721812,159.726242864441,712.902921872099,0.667519390583038,0.376958966255188,0.740302622318268
-82.0548680219858,159.756857127248,713.09443023235,0.667560040950775,0.377046316862106,0.740637958049774
-81.8738835249155,159.51921504264,712.772570040181,0.667566537857056,0.377090960741043,0.740675926208496
-82.0892384443491,159.656103800037,713.069981370978,0.667567312717438,0.377169519662857,0.740714013576508
-82.0211003217905,159.646373538555,713.28052573838,0.667523682117462,0.377386093139648,0.740875720977783
-81.8621952924937,159.480685990987,712.930267859783,0.667509377002716,0.377424567937851,0.740923583507538
-82.035138407728,159.690385362104,713.264181983369,0.667494237422943,0.377456456422806,0.740967750549316
-81.9068959150522,159.596290160109,713.341688038992,0.667374551296234,0.377560019493103,0.741171777248383
-81.7930272016733,159.454719443713,713.025780650099,0.667346894741058,0.377589523792267,0.74117648601532
-81.8770802412241,159.510455781188,713.035437272594,0.667294323444366,0.377611517906189,0.741205811500549
-81.8361790571421,159.535830131422,713.254898659957,0.667193949222565,0.377628713846207,0.740850448608398
-81.6727497968882,159.404169907658,712.905311251924,0.667161583900452,0.377623230218887,0.740813970565796
-81.8296406660288,159.633208391516,713.345917915459,0.66711962223053,0.377608627080917,0.740747928619385
-81.6908009443491,159.669999203937,713.538101047048,0.666927337646484,0.377581715583801,0.741159796714783
-81.5595600996226,159.593108108411,713.160914940299,0.666868984699249,0.377565115690231,0.741255223751068
-81.6017582807749,159.675562162547,713.489375623189,0.666776835918427,0.377548545598984,0.741375744342804
-81.5070546064585,159.759671090994,713.706945049347,0.666518151760101,0.377506643533707,0.741546511650085
-81.340672770521,159.665199849152,713.34693966717,0.666449368000031,0.377494215965271,0.741599142551422
-81.348355570814,159.780983919605,713.641185448962,0.666334390640259,0.377478867769241,0.741677224636078
-81.2417881880015,159.770319591533,713.694755423263,0.666041970252991,0.377454459667206,0.741857290267944
-81.0991108808726,159.661688784526,713.387773514466,0.665968596935272,0.377453476190567,0.741844832897186
-81.0594685468882,159.660382072567,713.401694235845,0.665863037109375,0.377457618713379,0.741851806640625
