3D X, 3D Y, 3D Z, Normal X, Normal Y, Normal Z
-5.9781387243479,159.119330381921,711.009753902045,0.526656806468964,0.376192629337311,0.726674556732178
-6.14121369459326,159.376520767226,711.395037245321,0.527120590209961,0.376180976629257,0.727473020553589
-6.07152299024756,159.094486259151,711.074265650384,0.527234435081482,0.376161158084869,0.727683007717133
-6.39921502210791,159.521926013144,711.6584965059,0.527399301528931,0.37610724568367,0.72791576385498
-6.40488747694189,159.624100518842,711.768749649655,0.527712166309357,0.376011073589325,0.728812992572784
-6.41694764234717,159.392802192022,711.463091911614,0.52781480550766,0.375964254140854,0.728970587253571
-6.58841828443701,159.617752357326,711.674606090407,0.527917623519897,0.375912696123123,0.729181408882141
-6.75714139082129,159.796160944706,712.065960277825,0.52826052904129,0.375883996486664,0.729262590408325
-6.62786606886084,159.564510264863,711.772317048758,0.528330743312836,0.375883936882019,0.729375958442688
-6.84277085401709,159.93537229932,712.492106004327,0.528416574001312,0.375921130180359,0.72954273223877
-6.82970360853369,160.024342239333,712.628014891322,0.528522849082947,0.375979989767075,0.73059070110321
-6.58868435957129,159.717392983661,712.327873024584,0.528539419174194,0.376040548086166,0.730791985988617
-6.83015374281104,159.864961194688,712.752341101489,0.528544664382935,0.376135766506195,0.731075942516327
-6.82774476148779,159.943958655127,712.901817369474,0.528524279594421,0.376430153846741,0.73134458065033
-6.59057740308936,159.571232259414,712.618146914295,0.528507351875305,0.376508623361588,0.731415152549744
-6.70789460279639,159.860136377315,713.070609537912,0.528453707695007,0.376610785722733,0.731520652770996
-6.64353875257666,159.903322412575,713.23136638778,0.528264045715332,0.376876294612885,0.731863141059875
-6.4303887281626,159.666473132478,713.018467334004,0.528216779232025,0.37692192196846,0.731963992118835
-6.5854761991709,159.731294210878,713.054500562491,0.528178811073303,0.376970052719116,0.732143044471741
-6.6406929884165,159.980146088747,713.428529377814,0.52813845872879,0.376985669136047,0.732063829898834
-6.42885331251318,159.762930758844,713.1517158783,0.528118491172791,0.376971781253815,0.732131838798523
-6.57951859571631,160.14186505507,713.651821090517,0.528086125850677,0.376923143863678,0.73220020532608
